Sigla da Unidade da Federação;Código do Município;Nome do Município;PIB;PIB PER CAPITA;Ano
GO;5218607;Rialma;220.384.080,00;20.226,15;2018
GO;5218706;Rianápolis;94.132.196,00;19.676,46;2018
GO;5218789;Rio Quente;326.340.077,00;74.660,28;2018
GO;5218805;Rio Verde;9.602.904.675,00;41.815,21;2018
GO;5218904;Rubiataba;432.333.112,00;21.818,48;2018
GO;5219001;Sanclerlândia;135.865.936,00;17.778,85;2018
GO;5219100;Santa Bárbara de Goiás;93.755.449,00;14.457,28;2018
GO;5219209;Santa Cruz de Goiás;131.515.069,00;45.475,47;2018
GO;5219258;Santa Fé de Goiás;293.932.161,00;54.502,53;2018
GO;5219308;Santa Helena de Goiás;1.098.558.978,00;28.545,12;2018
GO;5219357;Santa Isabel;73.624.802,00;19.359,66;2018
GO;5219407;Santa Rita do Araguaia;126.207.744,00;14.721,54;2018
GO;5219456;Santa Rita do Novo Destino;84.371.505,00;25.329,18;2018
GO;5219506;Santa Rosa de Goiás;41.141.046,00;17.228,24;2018
GO;5219605;Santa Tereza de Goiás;60.546.411,00;17.646,87;2018
GO;5219704;Santa Terezinha de Goiás;129.761.919,00;14.529,38;2018
GO;5219712;Santo Antônio da Barra;226.857.578,00;47.390,34;2018
GO;5219738;Santo Antônio de Goiás;131.521.006,00;21.479,83;2018
GO;5219753;Santo Antônio do Descoberto;672.227.989,00;9.129,07;2018
GO;5219803;São Domingos;160.523.170,00;12.549,70;2018
GO;5219902;São Francisco de Goiás;102.540.889,00;16.380,33;2018
GO;5220009;São João d'Aliança;293.002.127,00;21.887,06;2018
GO;5220058;São João da Paraúna;52.295.329,00;36.905,67;2018
GO;5220108;São Luís de Montes Belos;845.308.411,00;25.255,70;2018
GO;5220157;São Luiz do Norte;121.404.909,00;23.725,80;2018
GO;5220207;São Miguel do Araguaia;485.064.945,00;21.981,46;2018
GO;5220264;São Miguel do Passa Quatro;145.837.740,00;36.170,07;2018
GO;5220280;São Patrício;35.139.076,00;17.267,36;2018
GO;5220405;São Simão;773.971.596,00;38.132,31;2018
GO;5220454;Senador Canedo;3.739.802.471,00;33.324,44;2018
GO;5220504;Serranópolis;409.245.719,00;48.460,12;2018
GO;5220603;Silvânia;737.273.622,00;35.836,95;2018
GO;5220686;Simolândia;103.470.221,00;15.144,94;2018
GO;5220702;Sítio d'Abadia;48.445.318,00;16.273,20;2018
GO;5221007;Taquaral de Goiás;63.921.821,00;18.072,33;2018
GO;5221080;Teresina de Goiás;32.458.766,00;9.501,98;2018
GO;5221197;Terezópolis de Goiás;199.994.969,00;25.325,44;2018
GO;5221304;Três Ranchos;49.513.622,00;17.452,81;2018
GO;5221403;Trindade;2.151.414.948,00;17.166,28;2018
GO;5221452;Trombas;51.743.751,00;14.779,71;2018
GO;5221502;Turvânia;85.079.489,00;18.363,80;2018
GO;5221551;Turvelândia;351.441.162,00;67.649,89;2018
GO;5221577;Uirapuru;43.692.414,00;15.234,45;2018
GO;5221601;Uruaçu;845.362.007,00;21.020,02;2018
GO;5221700;Uruana;211.856.435,00;15.276,64;2018
GO;5221809;Urutaí;87.332.749,00;28.373,21;2018
GO;5221858;Valparaíso de Goiás;2.559.584.521,00;15.538,72;2018
GO;5221908;Varjão;66.147.043,00;17.334,13;2018
GO;5222005;Vianópolis;440.221.991,00;32.025,46;2018
GO;5222054;Vicentinópolis;322.359.328,00;37.435,76;2018
GO;5222203;Vila Boa;103.408.136,00;17.160,33;2018
GO;5222302;Vila Propício;163.782.378,00;28.444,32;2018
MA;2100055;Açailândia;2.602.790.660,00;23.289,73;2018
MA;2100105;Afonso Cunha;50.235.769,00;7.765,62;2018
MA;2100154;Água Doce do Maranhão;86.186.062,00;6.901,51;2018
MA;2100204;Alcântara;129.850.931,00;5.880,13;2018
MA;2100303;Aldeias Altas;181.358.032,00;6.895,22;2018
MA;2100402;Altamira do Maranhão;56.532.785,00;7.008,78;2018
MA;2100436;Alto Alegre do Maranhão;268.927.232,00;10.020,02;2018
MA;2100477;Alto Alegre do Pindaré;190.727.305,00;5.980,04;2018
MA;2100501;Alto Parnaíba;349.151.410,00;31.263,56;2018
MA;2100550;Amapá do Maranhão;51.513.791,00;7.446,34;2018
MA;2100600;Amarante do Maranhão;314.235.315,00;7.638,94;2018
MA;2100709;Anajatuba;178.124.945,00;6.692,90;2018
MA;2100808;Anapurus;131.751.242,00;8.464,04;2018
MA;2100832;Apicum-Açu;109.003.251,00;6.388,28;2018
MA;2100873;Araguanã;81.222.462,00;5.309,70;2018
MA;2100907;Araioses;269.874.169,00;5.853,72;2018
MA;2100956;Arame;233.586.507,00;7.157,11;2018
MA;2101004;Arari;253.828.515,00;8.528,04;2018
MA;2101103;Axixá;73.994.006,00;6.127,36;2018
MA;2101202;Bacabal;1.138.527.684,00;10.881,15;2018
MA;2101251;Bacabeira;307.166.977,00;18.224,09;2018
MA;2101301;Bacuri;98.469.909,00;5.320,40;2018
MA;2101350;Bacurituba;35.151.694,00;6.258,09;2018
MA;2101400;Balsas;3.457.728.266,00;36.852,56;2018
MA;2101509;Barão de Grajaú;207.520.159,00;11.089,03;2018
MA;2101608;Barra do Corda;723.386.240,00;8.239,59;2018
MA;2101707;Barreirinhas;485.468.715,00;7.851,92;2018
MA;2101731;Belágua;46.498.847,00;6.276,00;2018
MA;2101772;Bela Vista do Maranhão;84.798.414,00;7.613,43;2018
MA;2101806;Benedito Leite;42.865.149,00;7.617,76;2018
MA;2101905;Bequimão;129.315.479,00;6.082,57;2018
MA;2101939;Bernardo do Mearim;49.436.897,00;8.224,40;2018
MA;2101970;Boa Vista do Gurupi;62.725.139,00;6.849,22;2018
MA;2102002;Bom Jardim;315.233.384,00;7.607,90;2018
MA;2102036;Bom Jesus das Selvas;290.151.947,00;8.666,68;2018
MA;2102077;Bom Lugar;89.850.922,00;5.564,21;2018
MA;2102101;Brejo;292.085.637,00;8.082,28;2018
MA;2102150;Brejo de Areia;57.001.030,00;6.085,30;2018
MA;2102200;Buriti;202.493.044,00;7.090,84;2018
MA;2102309;Buriti Bravo;169.439.010,00;7.111,22;2018
MA;2102325;Buriticupu;561.018.950,00;7.822,02;2018
MA;2102358;Buritirana;99.444.773,00;6.460,39;2018
MA;2102374;Cachoeira Grande;55.163.798,00;5.879,75;2018
MA;2102408;Cajapió;55.350.920,00;4.970,45;2018
MA;2102507;Cajari;103.315.577,00;5.351,20;2018
MA;2102556;Campestre do Maranhão;165.388.077,00;11.570,45;2018
MA;2102606;Cândido Mendes;129.441.771,00;6.447,59;2018
MA;2102705;Cantanhede;124.459.361,00;5.690,35;2018
MA;2102754;Capinzal do Norte;143.909.920,00;13.164,10;2018
MA;2102804;Carolina;322.915.869,00;13.268,52;2018
MA;2102903;Carutapera;166.299.837,00;7.029,33;2018
MA;2103000;Caxias;1.814.096.137,00;11.046,47;2018
MA;2103109;Cedral;67.536.638,00;6.337,30;2018
MA;2103125;Central do Maranhão;48.218.789,00;5.604,23;2018
MA;2103158;Centro do Guilherme;80.794.238,00;6.100,90;2018
MA;2103174;Centro Novo do Maranhão;146.642.795,00;6.852,79;2018
MA;2103208;Chapadinha;712.070.935,00;8.997,04;2018
MA;2103257;Cidelândia;130.419.316,00;8.922,44;2018
MA;2103307;Codó;963.180.192,00;7.856,47;2018
MA;2103406;Coelho Neto;367.499.573,00;7.462,53;2018
MA;2103505;Colinas;383.544.514,00;9.345,17;2018
MA;2103554;Conceição do Lago-Açu;109.445.369,00;6.809,69;2018
MA;2103604;Coroatá;457.343.656,00;7.031,30;2018
MA;2103703;Cururupu;234.271.897,00;7.150,07;2018
MA;2103752;Davinópolis;485.713.106,00;37.649,26;2018
MA;2103802;Dom Pedro;229.838.907,00;9.852,49;2018
MA;2103901;Duque Bacelar;77.042.932,00;6.820,37;2018
MA;2104008;Esperantinópolis;140.506.403,00;8.084,84;2018
MA;2104057;Estreito;983.067.573,00;23.771,43;2018
MA;2104073;Feira Nova do Maranhão;75.697.165,00;8.925,50;2018
MA;2104081;Fernando Falcão;70.279.490,00;6.851,19;2018
MA;2104099;Formosa da Serra Negra;140.047.851,00;7.403,28;2018
MA;2104107;Fortaleza dos Nogueiras;158.584.428,00;12.571,10;2018
MA;2104206;Fortuna;108.188.218,00;6.963,71;2018
MA;2104305;Godofredo Viana;115.012.067,00;9.853,67;2018
MA;2104404;Gonçalves Dias;120.877.047,00;6.743,87;2018
MA;2104503;Governador Archer;77.731.454,00;7.202,02;2018
MA;2104552;Governador Edison Lobão;257.076.415,00;14.228,27;2018
MA;2104602;Governador Eugênio Barros;97.778.699,00;5.829,88;2018
MA;2104628;Governador Luiz Rocha;55.519.642,00;7.143,55;2018
MA;2104651;Governador Newton Bello;67.391.246,00;6.599,87;2018
MA;2104677;Governador Nunes Freire;215.117.913,00;8.397,79;2018
MA;2104701;Graça Aranha;44.434.921,00;7.094,83;2018
MA;2104800;Grajaú;751.654.332,00;10.913,15;2018
MA;2104909;Guimarães;84.626.470,00;7.015,38;2018
MA;2105005;Humberto de Campos;161.349.036,00;5.661,77;2018
MA;2105104;Icatu;156.215.318,00;5.795,84;2018
MA;2105153;Igarapé do Meio;186.312.111,00;13.283,34;2018
MA;2105203;Igarapé Grande;89.017.325,00;7.911,24;2018
MA;2105302;Imperatriz;7.126.745.973,00;27.621,33;2018
MA;2105351;Itaipava do Grajaú;84.413.433,00;5.310,02;2018
MA;2105401;Itapecuru Mirim;564.546.898,00;8.342,28;2018
MA;2105427;Itinga do Maranhão;321.167.186,00;12.384,98;2018
MA;2105450;Jatobá;64.965.421,00;6.501,09;2018
MA;2105476;Jenipapo dos Vieiras;93.760.872,00;5.705,99;2018
MA;2105500;João Lisboa;216.823.606,00;9.150,22;2018
MA;2105609;Joselândia;100.482.814,00;6.227,24;2018
MA;2105658;Junco do Maranhão;45.835.743,00;13.073,51;2018
MA;2105708;Lago da Pedra;395.876.212,00;7.931,64;2018
MA;2105807;Lago do Junco;69.286.593,00;6.410,68;2018
MA;2105906;Lago Verde;105.582.444,00;6.517,84;2018
MA;2105922;Lagoa do Mato;78.351.497,00;6.973,88;2018
MA;2105948;Lago dos Rodrigues;79.721.282,00;8.968,53;2018
MA;2105963;Lagoa Grande do Maranhão;78.756.385,00;6.957,28;2018
MA;2105989;Lajeado Novo;75.330.460,00;10.049,42;2018
MA;2106003;Lima Campos;171.593.578,00;14.459,73;2018
MA;2106102;Loreto;221.375.180,00;18.298,49;2018
MA;2106201;Luís Domingues;49.841.514,00;7.205,65;2018
MA;2106300;Magalhães de Almeida;123.112.404,00;6.274,84;2018
MA;2106326;Maracaçumé;178.766.803,00;8.432,00;2018
MA;2106359;Marajá do Sena;59.545.903,00;7.624,32;2018
MA;2106375;Maranhãozinho;98.938.622,00;6.178,64;2018
MA;2106409;Mata Roma;146.852.397,00;8.804,63;2018
MA;2106508;Matinha;161.672.841,00;6.951,88;2018
MA;2106607;Matões;184.877.026,00;5.499,84;2018
MA;2106631;Matões do Norte;78.770.410,00;4.788,18;2018
MA;2106672;Milagres do Maranhão;53.338.901,00;6.316,03;2018
MA;2106706;Mirador;205.928.667,00;9.806,13;2018
MA;2106755;Miranda do Norte;554.676.852,00;19.809,18;2018
MA;2106805;Mirinzal;101.730.138,00;6.821,57;2018
MA;2106904;Monção;217.326.672,00;6.545,79;2018
MA;2107001;Montes Altos;66.108.625,00;7.178,70;2018
MA;2107100;Morros;124.467.384,00;6.451,76;2018
MA;2107209;Nina Rodrigues;72.459.959,00;5.079,92;2018
MA;2107258;Nova Colinas;57.284.106,00;10.727,36;2018
MA;2107308;Nova Iorque;38.728.436,00;8.270,01;2018
MA;2107357;Nova Olinda do Maranhão;133.134.098,00;6.408,69;2018
MA;2107407;Olho d'Água das Cunhãs;150.680.801,00;7.747,88;2018
MA;2107456;Olinda Nova do Maranhão;90.309.754,00;6.201,32;2018
MA;2107506;Paço do Lumiar;932.791.772,00;7.733,25;2018
MA;2107605;Palmeirândia;123.886.235,00;6.301,12;2018
MA;2107704;Paraibano;137.323.526,00;6.450,14;2018
MA;2107803;Parnarama;228.831.831,00;6.574,68;2018
MA;2107902;Passagem Franca;147.174.498,00;7.787,83;2018
MA;2108009;Pastos Bons;197.064.647,00;10.180,01;2018
MA;2108058;Paulino Neves;103.162.794,00;6.487,82;2018
MA;2108108;Paulo Ramos;150.491.719,00;7.161,16;2018
MA;2108207;Pedreiras;602.134.499,00;15.334,36;2018
MA;2108256;Pedro do Rosário;140.325.557,00;5.628,78;2018
MA;2108306;Penalva;214.190.522,00;5.606,64;2018
MA;2108405;Peri Mirim;78.443.606,00;5.489,02;2018
MA;2108454;Peritoró;217.807.194,00;9.459,60;2018
MA;2108504;Pindaré-Mirim;260.644.839,00;7.942,86;2018
MA;2108603;Pinheiro;827.467.069,00;9.970,68;2018
MA;2108702;Pio XII;159.289.621,00;7.376,57;2018
MA;2108801;Pirapemas;116.526.796,00;6.289,57;2018
MA;2108900;Poção de Pedras;149.105.238,00;8.212,00;2018
MA;2109007;Porto Franco;526.542.175,00;22.240,43;2018
MA;2109056;Porto Rico do Maranhão;40.477.198,00;6.751,83;2018
MA;2109106;Presidente Dutra;588.057.999,00;12.362,73;2018
MA;2109205;Presidente Juscelino;87.131.224,00;6.899,30;2018
MA;2109239;Presidente Médici;48.806.780,00;7.013,48;2018
MA;2109270;Presidente Sarney;128.229.015,00;6.833,78;2018
MA;2109304;Presidente Vargas;69.909.812,00;6.284,59;2018
MA;2109403;Primeira Cruz;74.481.633,00;4.901,07;2018
MA;2109452;Raposa;237.788.508,00;7.838,23;2018
MA;2109502;Riachão;353.041.901,00;17.440,20;2018
MA;2109551;Ribamar Fiquene;82.678.276,00;10.661,29;2018
MA;2109601;Rosário;357.994.786,00;8.426,98;2018
MA;2109700;Sambaíba;254.370.033,00;44.917,89;2018
MA;2109759;Santa Filomena do Maranhão;50.028.552,00;6.481,22;2018
MA;2109809;Santa Helena;286.659.813,00;6.862,82;2018
MA;2109908;Santa Inês;1.292.824.166,00;14.593,34;2018
MA;2110005;Santa Luzia;569.895.641,00;7.867,14;2018
MA;2110039;Santa Luzia do Paruá;214.295.574,00;8.526,12;2018
MA;2110104;Santa Quitéria do Maranhão;185.179.736,00;7.256,54;2018
MA;2110203;Santa Rita;270.318.098,00;7.226,98;2018
MA;2110237;Santana do Maranhão;64.832.578,00;4.903,02;2018
MA;2110278;Santo Amaro do Maranhão;79.255.216,00;5.062,94;2018
MA;2110302;Santo Antônio dos Lopes;1.914.172.937,00;131.703,11;2018
MA;2110401;São Benedito do Rio Preto;118.462.774,00;6.366,23;2018
MA;2110500;São Bento;274.190.131,00;6.118,81;2018
MA;2110609;São Bernardo;254.393.432,00;8.975,53;2018
MA;2110658;São Domingos do Azeitão;217.717.003,00;29.569,06;2018
MA;2110708;São Domingos do Maranhão;290.937.994,00;8.465,37;2018
MA;2110807;São Félix de Balsas;46.713.322,00;10.135,24;2018
MA;2110856;São Francisco do Brejão;102.538.689,00;8.800,09;2018
MA;2110906;São Francisco do Maranhão;74.646.556,00;6.118,07;2018
MA;2111003;São João Batista;122.991.556,00;5.962,07;2018
MA;2111029;São João do Carú;89.676.975,00;5.665,72;2018
MA;2111052;São João do Paraíso;123.747.319,00;11.086,48;2018
MA;2111078;São João do Soter;102.083.505,00;5.536,58;2018
MA;2111102;São João dos Patos;267.000.881,00;10.324,86;2018
MA;2111201;São José de Ribamar;2.180.556.271,00;12.366,97;2018
MA;2111250;São José dos Basílios;50.523.423,00;6.611,28;2018
MA;2111300;São Luís;33.605.800.980,00;30.699,57;2018
MA;2111409;São Luís Gonzaga do Maranhão;138.196.443,00;7.278,09;2018
MA;2111508;São Mateus do Maranhão;344.585.796,00;8.333,39;2018
MA;2111532;São Pedro da Água Branca;97.408.333,00;7.703,31;2018
MA;2111573;São Pedro dos Crentes;53.609.053,00;11.526,35;2018
MA;2111607;São Raimundo das Mangabeiras;417.333.502,00;22.251,85;2018
MA;2111631;São Raimundo do Doca Bezerra;38.455.464,00;7.194,66;2018
MA;2111672;São Roberto;41.077.086,00;6.177,93;2018
MA;2111706;São Vicente Ferrer;137.312.265,00;6.201,44;2018
MA;2111722;Satubinha;71.397.461,00;5.200,11;2018
MA;2111748;Senador Alexandre Costa;81.235.330,00;7.340,32;2018
MA;2111763;Senador La Rocque;145.403.171,00;10.120,64;2018
MA;2111789;Serrano do Maranhão;68.905.877,00;6.751,51;2018
MA;2111805;Sítio Novo;152.591.713,00;8.476,85;2018
MA;2111904;Sucupira do Norte;77.724.760,00;7.305,65;2018
MA;2111953;Sucupira do Riachão;40.974.111,00;7.258,48;2018
MA;2112001;Tasso Fragoso;1.164.694.951,00;137.687,07;2018
MA;2112100;Timbiras;167.897.429,00;5.776,82;2018
MA;2112209;Timon;1.867.974.127,00;11.120,68;2018
MA;2112233;Trizidela do Vale;281.757.651,00;12.874,46;2018
MA;2112274;Tufilândia;48.607.156,00;8.343,14;2018
MA;2112308;Tuntum;313.330.575,00;7.528,18;2018
MA;2112407;Turiaçu;254.812.827,00;7.178,43;2018
MA;2112456;Turilândia;158.969.210,00;6.267,27;2018
MA;2112506;Tutóia;408.955.520,00;7.013,35;2018
MA;2112605;Urbano Santos;191.042.621,00;5.828,91;2018
MA;2112704;Vargem Grande;325.705.485,00;5.832,73;2018
MA;2112803;Viana;412.358.929,00;7.895,21;2018
MA;2112852;Vila Nova dos Martírios;110.572.415,00;8.387,50;2018
MA;2112902;Vitória do Mearim;257.814.296,00;7.892,92;2018
MA;2113009;Vitorino Freire;257.078.192,00;8.154,74;2018
MA;2114007;Zé Doca;433.869.687,00;8.429,40;2018
MG;3100104;Abadia dos Dourados;127.960.448,00;18.353,48;2018
MG;3100203;Abaeté;494.334.686,00;21.286,43;2018
MG;3100302;Abre Campo;187.686.741,00;13.938,86;2018
MG;3100401;Acaiaca;44.256.877,00;11.080,84;2018
MG;3100500;Açucena;100.922.061,00;10.540,16;2018
MG;3100609;Água Boa;138.471.730,00;10.181,74;2018
MG;3100708;Água Comprida;132.297.513,00;65.983,80;2018
MG;3100807;Aguanil;60.027.825,00;13.495,46;2018
MG;3100906;Águas Formosas;232.054.811,00;12.107,63;2018
MG;3101003;Águas Vermelhas;217.829.983,00;16.163,09;2018
MG;3101102;Aimorés;456.121.090,00;18.105,07;2018
MG;3101201;Aiuruoca;92.760.451,00;15.378,06;2018
MG;3101300;Alagoa;35.957.765,00;13.402,07;2018
MG;3101409;Albertina;88.543.903,00;29.485,15;2018
MG;3101508;Além Paraíba;911.202.569,00;25.797,76;2018
MG;3101607;Alfenas;2.604.007.204,00;32.762,64;2018
MG;3101631;Alfredo Vasconcelos;94.650.143,00;13.855,97;2018
MG;3101706;Almenara;534.418.874,00;12.833,65;2018
MG;3101805;Alpercata;78.888.421,00;10.644,77;2018
MG;3101904;Alpinópolis;356.364.744,00;18.048,35;2018
MG;3102001;Alterosa;212.439.425,00;14.738,41;2018
MG;3102050;Alto Caparaó;67.765.117,00;11.685,66;2018
MG;3102100;Alto Rio Doce;169.548.815,00;15.211,63;2018
MG;3102209;Alvarenga;38.670.986,00;9.733,45;2018
MG;3102308;Alvinópolis;270.358.904,00;17.741,25;2018
MG;3102407;Alvorada de Minas;47.476.382,00;13.165,94;2018
MG;3102506;Amparo do Serra;45.951.682,00;9.672,00;2018
MG;3102605;Andradas;883.807.466,00;21.690,12;2018
MG;3102704;Cachoeira de Pajeú;97.927.753,00;10.437,83;2018
MG;3102803;Andrelândia;232.962.807,00;19.029,80;2018
MG;3102852;Angelândia;87.091.006,00;10.268,95;2018
MG;3102902;Antônio Carlos;163.820.573,00;14.330,00;2018
MG;3103009;Antônio Dias;249.399.760,00;26.636,74;2018
MG;3103108;Antônio Prado de Minas;23.240.320,00;14.443,95;2018
MG;3103207;Araçaí;55.492.400,00;23.704,57;2018
MG;3103306;Aracitaba;24.836.417,00;12.021,50;2018
MG;3103405;Araçuaí;402.524.306,00;10.966,47;2018
MG;3103504;Araguari;4.660.911.279,00;39.942,34;2018
MG;3103603;Arantina;49.287.821,00;17.577,68;2018
MG;3103702;Araponga;80.818.244,00;9.592,67;2018
MG;3103751;Araporã;1.286.021.272,00;189.009,59;2018
MG;3103801;Arapuá;113.268.229,00;39.981,73;2018
MG;3103900;Araújos;304.777.519,00;33.338,17;2018
MG;3104007;Araxá;6.176.237.159,00;58.774,85;2018
MG;3104106;Arceburgo;289.718.809,00;27.185,78;2018
MG;3104205;Arcos;1.271.215.856,00;31.945,72;2018
MG;3104304;Areado;230.057.531,00;15.383,32;2018
MG;3104403;Argirita;33.113.125,00;12.036,76;2018
MG;3104452;Aricanduva;51.685.804,00;9.956,81;2018
MG;3104502;Arinos;218.641.282,00;12.222,79;2018
MG;3104601;Astolfo Dutra;266.183.570,00;18.898,37;2018
MG;3104700;Ataléia;126.586.075,00;9.689,69;2018
MG;3104809;Augusto de Lima;71.274.576,00;14.581,54;2018
MG;3104908;Baependi;274.668.627,00;14.385,08;2018
MG;3105004;Baldim;112.525.568,00;14.332,64;2018
MG;3105103;Bambuí;540.778.406,00;22.762,91;2018
MG;3105202;Bandeira;43.417.686,00;8.998,48;2018
MG;3105301;Bandeira do Sul;72.866.212,00;12.754,46;2018
MG;3105400;Barão de Cocais;810.863.183,00;25.089,36;2018
MG;3105509;Barão de Monte Alto;48.515.518,00;8.913,38;2018
MG;3105608;Barbacena;2.860.270.594,00;20.970,96;2018
MG;3105707;Barra Longa;60.981.417,00;11.615,51;2018
MG;3105905;Barroso;396.152.425,00;19.119,33;2018
MG;3106002;Bela Vista de Minas;254.180.794,00;24.802,97;2018
MG;3106101;Belmiro Braga;51.616.719,00;15.035,46;2018
MG;3106200;Belo Horizonte;91.957.091.802,00;36.759,66;2018
MG;3106309;Belo Oriente;1.694.555.012,00;64.197,42;2018
MG;3106408;Belo Vale;152.166.548,00;19.736,26;2018
MG;3106507;Berilo;94.916.808,00;7.913,03;2018
MG;3106606;Bertópolis;36.923.423,00;8.023,34;2018
MG;3106655;Berizal;41.405.292,00;8.800,27;2018
MG;3106705;Betim;25.483.677.164,00;58.911,58;2018
MG;3106804;Bias Fortes;32.441.939,00;9.458,29;2018
MG;3106903;Bicas;251.698.271,00;17.441,50;2018
MG;3107000;Biquinhas;42.356.243,00;16.728,37;2018
MG;3107109;Boa Esperança;818.685.105,00;20.451,28;2018
MG;3107208;Bocaina de Minas;57.241.362,00;11.243,64;2018
MG;3107307;Bocaiúva;843.823.173,00;16.896,06;2018
MG;3107406;Bom Despacho;1.314.608.410,00;26.205,17;2018
MG;3107505;Bom Jardim de Minas;108.238.012,00;16.680,23;2018
MG;3107604;Bom Jesus da Penha;124.017.544,00;29.598,46;2018
MG;3107703;Bom Jesus do Amparo;85.347.462,00;14.151,46;2018
MG;3107802;Bom Jesus do Galho;151.540.475,00;10.095,97;2018
MG;3107901;Bom Repouso;124.069.415,00;11.751,22;2018
MG;3108008;Bom Sucesso;282.240.501,00;16.038,21;2018
MG;3108107;Bonfim;89.771.006,00;13.055,70;2018
MG;3108206;Bonfinópolis de Minas;194.922.816,00;35.159,24;2018
MG;3108255;Bonito de Minas;73.350.548,00;6.615,31;2018
MG;3108305;Borda da Mata;304.114.653,00;15.837,66;2018
MG;3108404;Botelhos;228.563.030,00;15.242,62;2018
MG;3108503;Botumirim;54.321.759,00;8.554,61;2018
MG;3108552;Brasilândia de Minas;260.426.650,00;15.956,54;2018
MG;3108602;Brasília de Minas;308.810.506,00;9.564,25;2018
MG;3108701;Brás Pires;35.750.446,00;8.173,40;2018
MG;3108800;Braúnas;232.421.059,00;48.070,54;2018
MG;3108909;Brazópolis;170.173.290,00;11.729,62;2018
MG;3109006;Brumadinho;2.583.875.152,00;65.381,46;2018
MG;3109105;Bueno Brandão;150.835.939,00;13.699,90;2018
MG;3109204;Buenópolis;122.718.797,00;11.826,04;2018
MG;3109253;Bugre;34.190.930,00;8.392,47;2018
MG;3109303;Buritis;805.434.949,00;32.657,62;2018
MG;3109402;Buritizeiro;434.420.685,00;15.521,68;2018
MG;3109451;Cabeceira Grande;304.516.711,00;44.075,37;2018
MG;3109501;Cabo Verde;193.194.887,00;13.726,10;2018
MG;3109600;Cachoeira da Prata;38.555.052,00;10.662,35;2018
MG;3109709;Cachoeira de Minas;278.723.491,00;24.207,36;2018
MG;3109808;Cachoeira Dourada;72.871.749,00;27.221,42;2018
MG;3109907;Caetanópolis;253.839.137,00;22.082,57;2018
MG;3110004;Caeté;595.443.377,00;13.417,84;2018
MG;3110103;Caiana;61.221.625,00;11.233,33;2018
MG;3110202;Cajuri;69.965.004,00;17.482,51;2018
MG;3110301;Caldas;236.518.465,00;16.405,53;2018
MG;3110400;Camacho;39.559.235,00;13.483,04;2018
MG;3110509;Camanducaia;562.512.541,00;25.876,92;2018
MG;3110608;Cambuí;1.158.959.918,00;39.584,67;2018
MG;3110707;Cambuquira;235.959.574,00;18.411,33;2018
MG;3110806;Campanário;41.062.767,00;11.065,15;2018
MG;3110905;Campanha;315.055.956,00;19.019,38;2018
MG;3111002;Campestre;329.208.716,00;15.634,91;2018
MG;3111101;Campina Verde;513.644.653,00;26.023,14;2018
MG;3111150;Campo Azul;33.515.072,00;8.796,61;2018
MG;3111200;Campo Belo;1.028.231.318,00;19.088,69;2018
MG;3111309;Campo do Meio;170.554.243,00;14.629,80;2018
MG;3111408;Campo Florido;503.942.688,00;62.765,31;2018
MG;3111507;Campos Altos;311.067.006,00;20.257,03;2018
MG;3111606;Campos Gerais;473.737.800,00;16.504,82;2018
MG;3111705;Canaã;60.106.139,00;13.126,48;2018
MG;3111804;Canápolis;344.533.569,00;28.651,44;2018
MG;3111903;Cana Verde;64.350.699,00;11.466,62;2018
MG;3112000;Candeias;246.825.939,00;16.584,42;2018
MG;3112059;Cantagalo;42.484.277,00;9.445,15;2018
MG;3112109;Caparaó;70.475.144,00;12.993,20;2018
MG;3112208;Capela Nova;48.448.498,00;10.367,75;2018
MG;3112307;Capelinha;644.252.922,00;17.018,52;2018
MG;3112406;Capetinga;138.968.609,00;19.989,73;2018
MG;3112505;Capim Branco;89.020.947,00;9.197,33;2018
MG;3112604;Capinópolis;410.494.172,00;25.482,29;2018
MG;3112653;Capitão Andrade;47.455.036,00;8.755,54;2018
MG;3112703;Capitão Enéas;309.414.866,00;20.419,38;2018
MG;3112802;Capitólio;249.815.504,00;29.044,94;2018
MG;3112901;Caputira;80.066.363,00;8.621,34;2018
MG;3113008;Caraí;154.571.850,00;6.553,54;2018
MG;3113107;Caranaíba;32.168.950,00;10.052,80;2018
MG;3113206;Carandaí;476.155.765,00;18.800,32;2018
MG;3113305;Carangola;532.604.551,00;16.145,40;2018
MG;3113404;Caratinga;1.698.792.924,00;18.565,43;2018
MG;3113503;Carbonita;164.899.755,00;17.550,00;2018
MG;3113602;Careaçu;139.757.332,00;20.794,13;2018
MG;3113701;Carlos Chagas;336.851.564,00;17.722,50;2018
MG;3113800;Carmésia;28.985.696,00;11.075,92;2018
MG;3113909;Carmo da Cachoeira;222.918.692,00;18.335,14;2018
MG;3114006;Carmo da Mata;181.830.505,00;15.895,66;2018
MG;3114105;Carmo de Minas;196.386.761,00;13.297,23;2018
MG;3114204;Carmo do Cajuru;407.510.162,00;18.309,30;2018
MG;3114303;Carmo do Paranaíba;719.903.461,00;23.740,39;2018
MG;3114402;Carmo do Rio Claro;473.303.935,00;22.346,74;2018
MG;3114501;Carmópolis de Minas;412.891.895,00;21.567,69;2018
MG;3114550;Carneirinho;318.106.659,00;31.855,26;2018
MG;3114600;Carrancas;83.389.444,00;20.620,54;2018
MG;3114709;Carvalhópolis;46.507.497,00;13.063,90;2018
MG;3114808;Carvalhos;58.331.800,00;12.977,04;2018
MG;3114907;Casa Grande;44.122.282,00;19.523,13;2018
