CÓDIGO SIAFI;CNPJ;DESCRIÇÃO;UF;CÓDIGO IBGE
4927;1,82967E+13;PAINEIRAS;MG;3146404
4931;1,7748E+13;PAIVA;MG;3146602
4935;1,8405E+13;FRONTEIRA DOS VALES;MG;3127057
4937;1,83139E+13;PAPAGAIOS;MG;3146909
4939;1,82781E+13;PARACATU;MG;3147006
4945;1,8026E+13;PARAISOPOLIS;MG;3147303
4955;1,83382E+13;PASSA-VINTE;MG;3147808
4957;1,82417E+13;PASSOS;MG;3147907
4959;1,8602E+13;PATOS DE MINAS;MG;3148004
4961;1,8468E+13;PATROCINIO;MG;3148103
4965;1,77637E+13;PAULA CANDIDO;MG;3148301
4969;1,84048E+13;PAVAO;MG;3148509
4973;1,84146E+13;PEDRA AZUL;MG;3148707
4977;1,83088E+13;PEDRA DO INDAIA;MG;3148905
4981;1,8026E+13;PEDRALVA;MG;3149101
4987;1,83382E+13;PEDRO TEIXEIRA;MG;3149408
4991;1,83139E+13;PEQUI;MG;3149606
4995;1,81408E+13;PERDIZES;MG;3149804
4999;1,8405E+13;PESCADOR;MG;3150000
5003;1,83163E+13;PIEDADE DE PONTE NOVA;MG;3150208
5007;1,8364E+13;PIEDADE DOS GERAIS;MG;3150406
5011;1,79804E+13;PIRACEMA;MG;3150604
5015;2,35157E+13;PIRANGA;MG;3150802
5019;1,81929E+13;PIRANGUINHO;MG;3151008
5023;2,35395E+13;PIRAPORA;MG;3151206
5031;1,84492E+13;PLANURA;MG;3151602
5035;1,86298E+13;POCOS DE CALDAS;MG;3151800
5039;1,82967E+13;POMPEU;MG;3152006
5043;1,80133E+13;PORTEIRINHA;MG;3152204
5047;1,8405E+13;POTE;MG;3152402
5051;1,86672E+13;POUSO ALTO;MG;3152600
5055;1,82605E+13;PRATA;MG;3152808
5059;1,85856E+13;PRATINHA;MG;3153004
5063;1,76951E+13;PRESIDENTE JUSCELINO;MG;3153202
5067;1,86021E+13;PRESIDENTE OLEGARIO;MG;3153400
5069;1,83925E+13;ALTO JEQUITIBA;MG;3153509
5073;1,82967E+13;QUARTEL GERAL;MG;3153707
5077;1,83121E+13;RAPOSOS;MG;3153905
5081;1,77358E+13;RECREIO;MG;3154101
5085;1,84132E+13;RESPLENDOR;MG;3154309
5089;1,69252E+13;RIACHO DOS MACHADOS;MG;3154507
5093;1,82441E+13;RIBEIRAO VERMELHO;MG;3154705
5095;1,83121E+13;RIO ACIMA;MG;3154804
5107;1,83382E+13;RIO NOVO;MG;3155405
5111;2,42129E+13;RIO PARDO DE MINAS;MG;3155603
5115;1,77444E+13;RIO POMBA;MG;3155801
5119;1,83033E+13;RIO VERMELHO;MG;3156007
5121;1,85576E+13;RITAPOLIS;MG;3156106
5125;1,81283E+13;RODEIRO;MG;3156304
5127;1,816E+13;ROMARIA;MG;3156403
5131;1,83499E+13;RUBIM;MG;3156601
5135;1,83075E+13;SABINOPOLIS;MG;3156809
5139;2,43593E+13;SALINAS;MG;3157005
5143;1,93919E+13;SANTA BARBARA;MG;3157203
5147;1,83163E+13;SANTA CRUZ DO ESCALVADO;MG;3157401
5151;1,82791E+13;SANTA FE DE MINAS;MG;3157609
5153;1,81408E+13;SANTA JULIANA;MG;3157708
5157;1,83851E+13;SANTA MARGARIDA;MG;3157906
5161;1,83474E+13;SANTA MARIA DO SALTO;MG;3158102
5165;1,82452E+13;SANTANA DA VARGEM;MG;3158300
5169;1,81162E+13;SANTANA DE PIRAPAMA;MG;3158508
5173;1,83383E+13;SANTANA DO GARAMBEU;MG;3158706
5177;1,83851E+13;SANTANA DO MANHUACU;MG;3158904
5181;1,97184E+13;SANTANA DOS MONTES;MG;3159100
5183;1,78574E+13;SANTA RITA DE CALDAS;MG;3159209
5187;1,80949E+13;SANTA RITA DE IBITIPOCA;MG;3159407
5191;1,81929E+13;SANTA RITA DO SAPUCAI;MG;3159605
5195;1,84572E+13;SANTA VITORIA;MG;3159803
5203;1,83032E+13;SANTO ANTONIO DO ITAMBE;MG;3160207
5209;1,83032E+13;SANTO ANTONIO DO RIO ABAIXO;MG;3160504
5213;1,77479E+13;SANTOS DUMONT;MG;3160702
5217;2,03568E+13;SAO BRAS DO SUACUI;MG;3160900
5225;1,84573E+13;SAO FRANCISCO DE SALES;MG;3161304
5229;1,81379E+13;SAO GERALDO;MG;3161502
5233;1,86021E+13;SAO GONCALO DO ABAETE;MG;3161700
5239;1,87122E+13;SAO GONCALO DO SAPUCAI;MG;3162005
5247;1,69285E+13;SAO JOAO DA PONTE;MG;3162401
5251;1,83388E+13;SAO JOAO DO ORIENTE;MG;3162609
5255;1,83075E+13;SAO JOAO EVANGELISTA;MG;3162807
5259;1,84092E+13;SAO JOSE DA SAFIRA;MG;3163003
5263;1,8026E+13;SAO JOSE DO ALEGRE;MG;3163201
5267;1,84026E+13;SAO JOSE DO GOIABAL;MG;3163409
5269;1,84092E+13;SAO JOSE DO JACURI;MG;3163508
5271;1,83925E+13;SAO JOSE DO MANTIMENTO;MG;3163607
5275;1,81339E+13;SAO MIGUEL DO ANTA;MG;3163805
5281;1,84092E+13;SAO PEDRO DO SUACUI;MG;3164100
5283;2,48914E+13;SAO ROMAO;MG;3164209
5291;1,83087E+13;SAO SEBASTIAO DO OESTE;MG;3164605
5293;1,82413E+13;SAO SEBASTIAO DO PARAISO;MG;3164704
5297;1,79063E+13;SAO SEBASTIAO DO RIO VERDE;MG;3164902
5301;1,82414E+13;SAO TOMAS DE AQUINO;MG;3165107
5305;1,79545E+13;SAO VICENTE DE MINAS;MG;3165305
5313;1,81282E+13;SENADOR FIRMINO;MG;3165701
5317;1,77541E+13;SENADOR MODESTINO GONCALVES;MG;3165909
5321;1,83075E+13;SENHORA DO PORTO;MG;3166105
5323;1,80949E+13;SENHORA DOS REMEDIOS;MG;3166204
5327;1,80089E+13;SERITINGA;MG;3166402
5339;1,80089E+13;SERRANOS;MG;3167004
5343;2,4997E+13;SETE LAGOAS;MG;3167202
5351;1,83851E+13;SIMONESIA;MG;3167608
5359;1,80174E+13;TAIOBEIRAS;MG;3168002
5363;2,09206E+13;TAPIRAI;MG;3168200
5367;1,83389E+13;TARUMIRIM;MG;3168408
5371;1,84048E+13;TEOFILO OTONI;MG;3168606
5375;1,85576E+13;TIRADENTES;MG;3168804
5383;1,81142E+13;TOMBOS;MG;3169208
5387;1,82452E+13;TRES PONTAS;MG;3169406
5395;1,87121E+13;TURVOLANDIA;MG;3169802
5399;1,80175E+13;UBAI;MG;3170008
5403;1,84313E+13;UBERLANDIA;MG;3170206
5407;1,81252E+13;UNAI;MG;3170404
5411;1,67883E+13;VARGEM BONITA;MG;3170602
5415;1,82791E+13;VARZEA DA PALMA;MG;3170800
5419;1,82781E+13;VAZANTE;MG;3171006
5423;1,84289E+13;VERISSIMO;MG;3171105
5425;1,87154E+13;VESPASIANO;MG;3171204
5427;1,81324E+13;VICOSA;MG;3171303
5431;1,83326E+13;MATHIAS LOBATO;MG;3171501
5433;1,83487E+13;VIRGEM DA LAPA;MG;3171600
5437;1,83075E+13;VIRGINOPOLIS;MG;3171808
5441;1,81379E+13;VISCONDE DO RIO BRANCO;MG;3172004
5449;9,54229E+13;DOUTOR ULYSSES;PR;4128633
5451;9,54228E+13;ITAPERUCU;PR;4111258
5453;9,5423E+13;PINHAIS;PR;4119152
5455;6,87038E+13;TUNAS DO PARANA;PR;4127882
5461;9,55434E+13;PITANGUEIRAS;PR;4119657
5463;9,55948E+13;ANAHY;PR;4101051
5467;9,5595E+13;IGUATU;PR;4110052
5473;9,55892E+13;CRUZEIRO DO IGUACU;PR;4106571
5479;9,55876E+13;NOVA LARANJEIRAS;PR;4117057
5481;9,55878E+13;RIO BONITO DO IGUACU;PR;4122156
5485;9,55836E+13;IRACEMA DO OESTE;PR;4110656
5491;9,56407E+13;CAFEZAL DO SUL;PR;4103479
5493;9,55855E+13;SAUDADE DO IGUACU;PR;4126272
5503;9,56845E+13;MATO RICO;PR;4115739
5505;9,56845E+13;SANTA MARIA DO OESTE;PR;4123857
5507;9,56808E+13;LIDIANOPOLIS;PR;4113429
5515;8,09096E+13;SAO MANOEL DO PARANA;PR;4125555
5523;9,56407E+13;ALTO PARAISO;PR;4128625
5527;9,5725E+13;RAMILANDIA;PR;4121257
5529;9,57194E+13;ENTRE RIOS DO OESTE;PR;4107538
5531;9,57194E+13;MERCEDES;PR;4115853
5537;9,58154E+13;BOMBINHAS;SC;4202453
5541;9,57828E+13;PASSO DE TORRES;SC;4212254
5551;9,59544E+13;SAO JOAO DO ITAPERIU;SC;4216354
5553;9,59498E+13;CALMON;SC;4203154
5555;9,59513E+13;SANTA TEREZINHA;SC;4215679
5565;9,59962E+13;VARGEM BONITA;SC;4219176
5575;9,5992E+13;MACIEIRA;SC;4210050
5577;9,59902E+13;AGUAS FRIAS;SC;4200556
5579;9,59902E+13;CORDILHEIRA ALTA;SC;4204350
5587;8,06375E+13;JARDINOPOLIS;SC;4208955
5589;9,59901E+13;NOVA ITABERABA;SC;4211454
5595;9,59901E+13;SUL BRASIL;SC;4217758
5597;9,59952E+13;ARABUTA;SC;4201273
5601;2,71656E+13;AFONSO CLAUDIO;ES;3200102
5603;2,71741E+13;ALEGRE;ES;3200201
5609;2,71656E+13;APIACA;ES;3200508
5613;2,71656E+13;ATILIO VIVACQUA;ES;3200706
5617;2,71657E+13;BARRA DE SAO FRANCISCO;ES;3200904
5621;2,71674E+13;BOM JESUS DO NORTE;ES;3201100
5625;2,71505E+13;CARIACICA;ES;3201308
5627;2,71656E+13;CASTELO;ES;3201407
5631;2,71741E+13;CONCEICAO DA BARRA;ES;3201605
5635;2,71741E+13;DIVINO DE SAO LOURENCO;ES;3201803
5639;2,71674E+13;DORES DO RIO PRETO;ES;3202009
5647;2,71652E+13;GUARAPARI;ES;3202405
5649;2,71652E+13;IBIRACU;ES;3202504
5653;2,71675E+13;ITAGUACU;ES;3202702
5657;2,71044E+13;ITARANA;ES;3202900
5663;2,71674E+13;LINHARES;ES;3203205
5669;2,71741E+13;MONTANHA;ES;3203502
5673;2,71657E+13;MUNIZ FREIRE;ES;3203700
5677;2,71674E+13;NOVA VENECIA;ES;3203908
5689;2,71655E+13;SANTA LEOPOLDINA;ES;3204500
5691;2,71674E+13;SANTA TERESA;ES;3204609
5693;2,71741E+13;SAO GABRIEL DA PALHA;ES;3204708
5697;2,71675E+13;SAO MATEUS;ES;3204906
5701;2,71655E+13;VIANA;ES;3205101
5705;2,71421E+13;VITORIA;ES;3205309
5706;;DEMAIS MUNICIPIOS;ES;0
5707;2,77442E+13;MARILANDIA;ES;3203353
5711;2,77441E+13;RIO BANANAL;ES;3204351
5713;2,77442E+13;JAGUARE;ES;3203056
5715;2,85399E+13;PEDRO CANARIO;ES;3204054
5717;3,17966E+13;AGUA DOCE DO NORTE;ES;3200169
5719;3,17967E+13;ALTO RIO NOVO;ES;3200359
5727;3,17236E+13;VARGEM ALTA;ES;3205036
5733;3,17966E+13;AGUIA BRANCA;ES;3200136
5735;9,59931E+13;CORONEL MARTINS;SC;4204459
5737;9,5993E+13;IPUACU;SC;4207684
5747;8,0912E+13;PARAISO;SC;4212239
5753;8,09119E+13;SAO JOAO DO OESTE;SC;4216255
5757;9,43093E+13;NOVA SANTA RITA;RS;4313375
5767;9,45776E+13;SINIMBU;RS;4320677
5773;9,19004E+13;MINAS DO LEAO;RS;4312252
5779;9,0153E+13;ARAMBARE;RS;4300851
5781;9,40683E+13;SENTINELA DO SUL;RS;4320354
5783;9,44363E+13;MAQUINE;RS;4311775
5785;9,44365E+13;XANGRI-LA;RS;4323804
5799;9,24119E+13;GENTIL;RS;4308854
5803;2,85318E+13;ARARUAMA;RJ;3300209
5805;2,85761E+13;BARRA DO PIRAI;RJ;3300308
5807;2,86957E+13;BARRA MANSA;RJ;3300407
5809;2,8561E+13;BOM JARDIM;RJ;3300506
5813;2,85495E+13;CABO FRIO;RJ;3300704
5817;2,91111E+13;CAMBUCI;RJ;3300902
5821;2,86458E+13;CANTAGALO;RJ;3301108
5825;2,91155E+13;CASIMIRO DE ABREU;RJ;3301306
5829;2,86149E+13;CORDEIRO;RJ;3301504
5833;2,91383E+13;DUQUE DE CAXIAS;RJ;3301702
5837;2,87411E+13;ITABORAI;RJ;3301900
5849;2,91384E+13;MAGE;RJ;3302502
5853;2,91311E+13;MARICA;RJ;3302700
5857;3,24153E+13;MIGUEL PEREIRA;RJ;3302908
5865;2,85217E+13;NITEROI;RJ;3303302
5869;2,91383E+13;NOVA IGUACU;RJ;3303500
5873;2,91384E+13;PARAIBA DO SUL;RJ;3303708
5877;2,91383E+13;PETROPOLIS;RJ;3303906
5881;2,8921E+13;PORCIUNCULA;RJ;3304102
5885;2,87411E+13;RIO BONITO;RJ;3304300
5889;2,91795E+13;RIO DAS FLORES;RJ;3304508
5893;2,91141E+13;SANTO ANTONIO DE PADUA;RJ;3304706
5901;2,91383E+13;SAO JOAO DE MERITI;RJ;3305109
5905;2,86458E+13;SAO SEBASTIAO DO ALTO;RJ;3305307
5909;3,21477E+13;SAQUAREMA;RJ;3305505
5913;3,21657E+13;SUMIDOURO;RJ;3305703
5917;2,91154E+13;TRAJANO DE MORAIS;RJ;3305901
5921;2,90761E+13;VALENCA;RJ;3306107
5925;3,25125E+13;VOLTA REDONDA;RJ;3306305
5927;2,77924E+13;ARRAIAL DO CABO;RJ;3300258
5929;3,04172E+13;ITALVA;RJ;3302056
5931;9,24128E+13;MATO CASTELHANO;RS;4312138
5937;9,2412E+13;NICOLAU VERGUEIRO;RS;4312674
5941;9,24128E+13;SANTO ANTONIO DO PALMA;RS;4317558
5943;9,4704E+13;BARRA FUNDA;RS;4301958
5945;9,4704E+13;COQUEIROS DO SUL;RS;4305850
5949;9,4704E+13;GRAMADO DOS LOUREIROS;RS;4309126
5955;9,47041E+13;RIO DOS INDIOS;RS;4315552
5961;9,35392E+13;CARLOS GOMES;RS;4304853
5967;9,35392E+13;PONTE PRETA;RS;4314787
5969;9,24112E+13;AMETISTA DO SUL;RS;4300646
5971;9,24111E+13;DOIS IRMAOS DAS MISSOES;RS;4306429
5977;9,04843E+13;SANTO EXPEDITO DO SUL;RS;4317954
5979;9,04843E+13;TUPANCI DO SUL;RS;4322186
5991;9,28715E+13;NOVA PADUA;RS;4313086
5993;9,19877E+13;MONTE BELO DO SUL;RS;4312385
6001;4,24987E+13;RIO DE JANEIRO;RJ;3304557
6002;;DEMAIS MUNICIPIOS;RJ;0
6003;3,18469E+13;ITATIAIA;RJ;3302254
6007;3,1505E+13;QUISSAMA;RJ;3304151
6011;3,17265E+13;IBITIRAMA;ES;3202553
6013;9,28689E+13;CAMPESTRE DA SERRA;RS;4303673
6027;9,38569E+13;ITAPUCA;RS;4310579
6035;9,4706E+13;SERIO;RS;4320453
6041;9,3236E+13;PARECI NOVO;RS;4314035
6043;9,3236E+13;SAO PEDRO DA SERRA;RS;4319356
6047;9,21239E+13;LINHA NOVA;RS;4311643
6049;9,21239E+13;VALE REAL;RS;4322541
6057;9,41873E+13;NOVO MACHADO;RS;4313425
6059;9,41874E+13;SAO JOSE DO INHACORA;RS;4318499
6061;9,35927E+13;SALVADOR DAS MISSOES;RS;4316477
6063;9,35927E+13;SAO PEDRO DO BUTIA;RS;4319372
6065;9,38455E+13;PORTO MAUA;RS;4315057
6069;9,47263E+13;BARRA DO GUARITA;RS;4301859
6071;9,47264E+13;BOM PROGRESSO;RS;4302378
6077;9,47263E+13;TIRADENTES DO SUL;RS;4321477
6083;9,47028E+13;CANDIOTA;RS;4304358
6085;9,47028E+13;HULHA NEGRA;RS;4309654
6087;3,29724E+13;SAO JOSE DO POVO;MT;5107297
6103;4,51404E+13;ADOLFO;SP;3500204
6107;4,48317E+13;AGUAS DA PRATA;SP;3500402
6111;4,57392E+13;AGUAS DE SAO PEDRO;SP;3500600
6115;4,31628E+13;ALFREDO MARCONDES;SP;3500808
6119;4,52986E+13;ALTINOPOLIS;SP;3501004
6127;4,45185E+13;ALVARO DE CARVALHO;SP;3501400
6131;4,57812E+13;AMERICANA;SP;3501608
6135;4,51602E+13;AMERICO DE CAMPOS;SP;3501806
6139;4,46591E+13;ANALANDIA;SP;3502002
6143;4,66342E+13;ANGATUBA;SP;3502200
6147;4,48533E+13;ANHUMAS;SP;3502408
6151;4,66051E+13;APARECIDA D'OESTE;SP;3502606
6155;4,55118E+13;ARACATUBA;SP;3502804
6159;4,53235E+13;ARAMINA;SP;3503000
6167;4,61374E+13;AREALVA;SP;3503406
6171;4,66345E+13;AREIOPOLIS;SP;3503604
6175;4,57356E+13;ARTUR NOGUEIRA;SP;3503802
6179;4,61799E+13;ASSIS;SP;3504008
6183;4,56606E+13;AURIFLAMA;SP;3504206
6187;4,56659E+13;AVANHANDAVA;SP;3504404
6191;4,50933E+13;BADY BASSITT;SP;3504602
6195;4,51424E+13;BALSAMO;SP;3504800
6201;4,66344E+13;BARAO DE ANTONINA;SP;3505005
6203;4,61814E+13;BARIRI;SP;3505203
6207;4,66343E+13;BARRA DO TURVO;SP;3505401
6211;4,53701E+13;BARRINHA;SP;3505609
6215;4,55474E+13;BASTOS;SP;3505807
6219;4,61374E+13;BAURU;SP;3506003
6223;4,44479E+13;BENTO DE ABREU;SP;3506201
6231;4,65233E+13;BIRITIBA-MIRIM;SP;3506607
6235;4,4499E+13;BOCAINA;SP;3506805
6239;4,66345E+13;BOITUVA;SP;3507001
6241;5,23597E+13;BOM JESUS DOS PERDOES;SP;3507100
6245;4,61897E+13;BORACEIA;SP;3507308
6247;4,67372E+13;BORBOREMA;SP;3507407
6249;4,66341E+13;BOTUCATU;SP;3507506
6259;4,63629E+13;BROTAS;SP;3507902
6263;4,44351E+13;BURITAMA;SP;3508108
6267;4,61375E+13;CABRALIA PAULISTA;SP;3508306
6275;4,57678E+13;CACONDE;SP;3508702
6279;4,48535E+13;CAIABU;SP;3508900
6283;5,33079E+13;CAIUA;SP;3509106
6287;4,66144E+13;CAJOBI;SP;3509304
6291;5,18852E+13;CAMPINAS;SP;3509502
6295;4,56996E+13;CAMPOS DO JORDAO;SP;3509700
6299;4,6586E+13;CANANEIA;SP;3509908
6303;4,53743E+13;CANDIDO RODRIGUES;SP;3510104
6307;4,66341E+13;CAPELA DO ALTO;SP;3510302
6311;4,64828E+13;CARAGUATATUBA;SP;3510500
6315;4,65998E+13;CARDOSO;SP;3510708
6319;4,42298E+13;CASSIA DOS COQUEIROS;SP;3510906
6323;4,51226E+13;CATANDUVA;SP;3511102
6327;4,50937E+13;CEDRAL;SP;3511300
6331;4,66346E+13;CERQUILHO;SP;3511508
6335;4,5732E+13;CHARQUEADA;SP;3511706
6339;4,73463E+13;CLEMENTINA;SP;3511904
6347;4,66341E+13;CONCHAS;SP;3512308
6359;4,51621E+13;COSMORAMA;SP;3512902
6363;4,52283E+13;CRAVINHOS;SP;3513108
6367;4,618E+13;CRUZALIA;SP;3513306
6371;4,74928E+13;CUBATAO;SP;3513504
6375;4,67324E+13;DESCALVADO;SP;3513702
6379;4,64359E+13;DIVINOLANDIA;SP;3513900
6383;4,56711E+13;DOIS CORREGOS;SP;3514106
6387;5,1815E+13;DOURADO;SP;3514304
6391;4,61375E+13;DUARTINA;SP;3514502
6395;4,44703E+13;ECHAPORA;SP;3514700
6399;4,47237E+13;ELIAS FAUSTO;SP;3514908
6403;4,65231E+13;EMBU-GUACU;SP;3515103
6405;4,51122E+13;ESTRELA D'OESTE;SP;3515202
6411;4,78428E+13;FERNANDOPOLIS;SP;3515509
6413;4,78268E+13;FERNANDO PRESTES;SP;3515608
6415;4,65232E+13;FERRAZ DE VASCONCELOS;SP;3515707
6417;4,49253E+13;FLORA RICA;SP;3515806
6419;5,32219E+13;FLOREAL;SP;3515905
6423;4,44936E+13;FLORINIA;SP;3516101
6427;4,65231E+13;FRANCISCO MORATO;SP;3516309
6431;4,44312E+13;GABRIEL MONTEIRO;SP;3516507
6435;4,45184E+13;GARCA;SP;3516705
6439;4,56606E+13;GENERAL SALGADO;SP;3516903
6443;4,44415E+13;GLICERIO;SP;3517109
6447;4,45296E+13;GUAIMBE;SP;3517307
6459;4,65963E+13;GUARACI;SP;3517901
6467;4,65233E+13;GUARAREMA;SP;3518305
6471;4,66343E+13;GUAREI;SP;3518503
6475;4,4959E+13;GUARUJA;SP;3518701
6479;4,57461E+13;GUZOLANDIA;SP;3518909
6483;4,61375E+13;IACANGA;SP;3519105
6491;4,62117E+13;IBIRAREMA;SP;3519501
6495;4,66345E+13;IBIUNA;SP;3519709
6499;4,93459E+13;IEPE;SP;3519907
6503;4,53243E+13;IGARAPAVA;SP;3520103
6507;4,55502E+13;IGUAPE;SP;3520301
6515;4,69474E+13;INDIAPORA;SP;3520707
6519;4,45636E+13;IPAUSSU;SP;3520905
6523;4,46606E+13;IPEUNA;SP;3521101
6527;4,95569E+13;IPUA;SP;3521309
6531;4,51585E+13;IRAPUA;SP;3521507
6541;4,44963E+13;ITAJU;SP;3522000
6545;4,65231E+13;ITAPECERICA DA SERRA;SP;3522208
6553;4,52811E+13;ITAPIRA;SP;3522604
6561;4,44471E+13;ITAPURA;SP;3523008
6565;4,66344E+13;ITARARE;SP;3523206
6569;5,01226E+13;ITATIBA;SP;3523404
6573;4,63137E+13;ITIRAPINA;SP;3523602
6583;4,67104E+13;ITUVERAVA;SP;3524105
6585;5,23827E+13;JABORANDI;SP;3524204
6587;5,03878E+13;JABOTICABAL;SP;3524303
6591;4,51427E+13;JACI;SP;3524501
6595;4,64109E+13;JAGUARIUNA;SP;3524709
6603;4,42298E+13;JARDINOPOLIS;SP;3525102
6607;4,61951E+13;JAU;SP;3525300
6611;4,52904E+13;JOANOPOLIS;SP;3525508
6623;4,6586E+13;JUQUIA;SP;3526100
6627;4,51671E+13;LAGOINHA;SP;3526308
6631;4,44378E+13;LAVINIA;SP;3526506
6639;4,51325E+13;LIMEIRA;SP;3526902
6641;4,5678E+13;LINDOIA;SP;3527009
6645;4,75637E+13;LORENA;SP;3527207
6653;4,5368E+13;LUIS ANTONIO;SP;3527603
6659;4,45449E+13;LUTECIA;SP;3527900
6663;5,18489E+13;MACAUBAL;SP;3528106
6667;4,56606E+13;MAGDA;SP;3528304
6671;4,65232E+13;MAIRIPORA;SP;3528502
6679;5,14052E+13;MARIAPOLIS;SP;3528908
6683;4,51327E+13;MARINOPOLIS;SP;3529104
6687;4,52702E+13;MATAO;SP;3529302
6691;4,69351E+13;MENDONCA;SP;3529500
6695;4,53533E+13;MIGUELOPOLIS;SP;3529708
6703;4,4439E+13;MIRANDOPOLIS;SP;3530102
6707;4,6612E+13;MIRASSOL;SP;3530300
6709;4,51447E+13;MIRASSOLANDIA;SP;3530409
6715;4,53013E+13;MOGI GUACU;SP;3530706
6717;4,53321E+13;MOJI MIRIM;SP;3530805
6727;5,18162E+13;MONTE ALTO;SP;3531308
6729;5,32217E+13;MONTE APRAZIVEL;SP;3531407
6733;4,48821E+13;MONTE CASTELO;SP;3531605
6735;4,66435E+13;MONTEIRO LOBATO;SP;3531704
6745;4,4857E+13;NARANDIBA;SP;3532207
6749;4,52796E+13;NAZARE PAULISTA;SP;3532405
6751;4,51454E+13;NEVES PAULISTA;SP;3532504
6753;4,51463E+13;NHANDEARA;SP;3532603
6755;4,91077E+13;NIPOA;SP;3532702
6759;7,199E+13;NOVA EUROPA;SP;3532900
6763;4,48822E+13;NOVA GUATAPORANGA;SP;3533106
6775;4,44822E+13;OCAUCU;SP;3533700
6779;4,65962E+13;OLIMPIA;SP;3533908
6783;4,44826E+13;ORIENTE;SP;3534104
6787;4,53517E+13;ORLANDIA;SP;3534302
6791;4,45449E+13;OSCAR BRESSANE;SP;3534500
6795;5,34157E+13;OURINHOS;SP;3534708
6799;4,49273E+13;PACAEMBU;SP;3534906
6803;4,5127E+13;PALMARES PAULISTA;SP;3535101
6807;4,4544E+13;PALMITAL;SP;3535309
6811;4,45473E+13;PARAGUACU PAULISTA;SP;3535507
6815;4,51272E+13;PARAISO;SP;3535705
6819;4,51342E+13;PARANAPUA;SP;3535903
6823;4,66342E+13;PARDINHO;SP;3536109
6827;4,53182E+13;PATROCINIO PAULISTA;SP;3536307
6831;4,57514E+13;PAULINIA;SP;3536505
6839;6,38939E+13;PEDRANOPOLIS;SP;3536901
6843;4,64108E+13;PEDREIRA;SP;3537107
6847;4,95764E+13;PENAPOLIS;SP;3537305
6851;4,66346E+13;PEREIRAS;SP;3537503
6855;4,44312E+13;PIACATU;SP;3537701
6863;4,51229E+13;PINDORAMA;SP;3538105
6869;5,42797E+13;PIQUEROBI;SP;3538303
6873;4,52796E+13;PIRACAIA;SP;3538600
6877;4,62237E+13;PIRAJU;SP;3538808
6881;4,5344E+13;PIRANGI;SP;3539004
6887;4,57317E+13;PIRASSUNUNGA;SP;3539301
6891;4,53707E+13;PITANGUEIRAS;SP;3539509
6897;5,50215E+13;POA;SP;3539806
6901;4,44834E+13;POMPEIA;SP;3540002
6905;4,53523E+13;PONTAL;SP;3540200
6913;4,66345E+13;PORTO FELIZ;SP;3540606
6915;4,53394E+13;PORTO FERREIRA;SP;3540705
6919;4,86643E+13;PRADOPOLIS;SP;3540903
6923;4,45557E+13;PRESIDENTE ALVES;SP;3541109
6931;4,64761E+13;PRESIDENTE VENCESLAU;SP;3541505
6935;4,45473E+13;QUATA;SP;3541703
6939;4,66709E+13;QUELUZ;SP;3541901
6943;4,47238E+13;RAFARD;SP;3542107
6947;4,51675E+13;REDENCAO DA SERRA;SP;3542305
6955;4,53186E+13;RESTINGA;SP;3542701
6959;4,53559E+13;RIBEIRAO BONITO;SP;3542909
6963;4,53188E+13;RIBEIRAO CORRENTE;SP;3543105
6971;4,66344E+13;RIVERSUL;SP;3543501
6975;5,63382E+13;RINCAO;SP;3543709
6981;4,48268E+13;RIO DAS PEDRAS;SP;3544004
6985;4,51629E+13;RIOLANDIA;SP;3544202
6993;4,45341E+13;SABINO;SP;3544608
6997;4,66132E+13;SALES;SP;3544806
7001;4,65233E+13;SALESOPOLIS;SP;3545001
7005;4,66345E+13;SALTO;SP;3545209
7017;4,64224E+13;SANTA BARBARA D'OESTE;SP;3545803
7019;4,66342E+13;AGUAS DE SANTA BARBARA;SP;3500550
7023;4,51359E+13;SANTA CLARA D'OESTE;SP;3546108
7027;4,63717E+13;SANTA CRUZ DAS PALMEIRAS;SP;3546306
7031;4,53745E+13;SANTA ERNESTINA;SP;3546504
7035;4,57324E+13;SANTA GERTRUDES;SP;3546702
7043;4,49191E+13;SANTA MERCEDES;SP;3547106
7047;4,6523E+13;SANTANA DE PARNAIBA;SP;3547304
7051;4,57498E+13;SANTA RITA DO PASSA QUATRO;SP;3547502
7053;4,53685E+13;SANTA ROSA DE VITERBO;SP;3547601
7061;4,53312E+13;SANTO ANTONIO DE POSSE;SP;3548005
7065;4,57015E+13;SANTO ANTONIO DO PINHAL;SP;3548203
7069;4,44451E+13;SANTOPOLIS DO AGUAPEI;SP;3548401
7073;4,51958E+13;SAO BENTO DO SAPUCAI;SP;3548609
7075;4,65232E+13;SAO BERNARDO DO CAMPO;SP;3548708
7079;4,53582E+13;SAO CARLOS;SP;3548906
7085;4,51167E+13;SAO JOAO DAS DUAS PONTES;SP;3549201
7087;4,49193E+13;SAO JOAO DO PAU D'ALHO;SP;3549300
7091;5,98516E+13;SAO JOSE DA BELA VISTA;SP;3549508
7099;4,66435E+13;SAO JOSE DOS CAMPOS;SP;3549904
7103;4,66345E+13;SAO MANUEL;SP;3550100
7108;;DEMAIS MUNICIPIOS;SP;0
7111;4,4567E+13;SAO PEDRO DO TURVO;SP;3550506
7115;4,64828E+13;SAO SEBASTIAO;SP;3550704
7119;4,53692E+13;SAO SIMAO;SP;3550902
7127;5,28798E+13;SEBASTIANOPOLIS DO SUL;SP;3551306
